id,slug,title,title_2,cover,mal_link,aired_year,difficulty,added,added2
320648,320648,The New Gate,,https://cdn.myanimelist.net/images/anime/1898/141857.jpg,https://myanimelist.net/anime/57100/The_New_Gate,2024,Hard,27, June 2024
320644,320644,Sasayaku You ni Koi wo Utau,Whisper Me a Love Song,https://cdn.myanimelist.net/images/anime/1455/141858.jpg,https://myanimelist.net/anime/54233/Sasayaku_You_ni_Koi_wo_Utau,2024,Hard,27, June 2024
320637,320637,Yozakura-san Chi no Daisakusen,Mission: Yozakura Family,https://cdn.myanimelist.net/images/anime/1674/143715.jpg,https://myanimelist.net/anime/53865/Yozakura-san_Chi_no_Daisakusen,2024,Hard,27, June 2024
320629,320629,Hananoi-kun to Koi no Yamai,A Condition Called Love,https://cdn.myanimelist.net/images/anime/1646/141411.jpg,https://myanimelist.net/anime/55597/Hananoi-kun_to_Koi_no_Yamai,2024,Hard,27, June 2024
320625,320625,Bartender: Kami no Glass,Bartender Glass of God,https://cdn.myanimelist.net/images/anime/1462/142547.jpg,https://myanimelist.net/anime/53407/Bartender__Kami_no_Glass,2024,Hard,27, June 2024
320622,320622,Yoru no Kurage wa Oyogenai,Jellyfish Can't Swim in the Night,https://cdn.myanimelist.net/images/anime/1834/141827.jpg,https://myanimelist.net/anime/54839/Yoru_no_Kurage_wa_Oyogenai,2024,Hard,27, June 2024
320617,320617,Tensei Kizoku, Kantei Skill de Nariagaru,As a Reincarnated Aristocrat, I'll Use My Appraisal Skill to Rise in the World,https://cdn.myanimelist.net/images/anime/1763/139538.jpg,https://myanimelist.net/anime/55265/Tensei_Kizoku_Kantei_Skill_de_Nariagaru,2024,Hard,27, June 2024
320612,320612,Unnamed Memory,,https://cdn.myanimelist.net/images/anime/1143/142439.jpg,https://myanimelist.net/anime/53835/Unnamed_Memory,2024,Hard,27, June 2024
320607,320607,Jiisan Baasan Wakagaeru,Grandpa and Grandma Turn Young Again,https://cdn.myanimelist.net/images/anime/1676/141714.jpg,https://myanimelist.net/anime/56230/Jiisan_Baasan_Wakagaeru,2024,Hard,27, June 2024
320602,320602,Re:Monster,,https://cdn.myanimelist.net/images/anime/1523/141680.jpg,https://myanimelist.net/anime/56690/Re_Monster,2024,Hard,27, June 2024
320596,320596,Sentai Daishikkaku,Go! Go! Loser Ranger!,https://cdn.myanimelist.net/images/anime/1183/141489.jpg,https://myanimelist.net/anime/53770/Sentai_Daishikkaku,2024,Hard,27, June 2024
320590,320590,Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii?,An Archdemon's Dilemma: How to Love Your Elf Bride,https://cdn.myanimelist.net/images/anime/1346/141203.jpg,https://myanimelist.net/anime/53434/Maou_no_Ore_ga_Dorei_Elf_wo_Yome_ni_Shitanda_ga_Dou_Medereba_Ii,2024,Hard,27, June 2024
320585,320585,Lv2 kara Cheat datta Motoyuusha Kouho no Mattari Isekai Life,Chillin' in Another World with Level 2 Super Cheat Powers,https://cdn.myanimelist.net/images/anime/1103/142513.jpg,https://myanimelist.net/anime/56923/Lv2_kara_Cheat_datta_Motoyuusha_Kouho_no_Mattari_Isekai_Life,2024,Hard,27, June 2024
320582,320582,Tensei shitara Dainana Ouji Datta node, Kimama ni Majutsu wo Kiwamemasu,I Was Reincarnated as the 7th Prince so I Can Take My Time Perfecting My Magical Ability,https://cdn.myanimelist.net/images/anime/1580/141243.jpg,https://myanimelist.net/anime/53516/Tensei_shitara_Dainana_Ouji_Datta_node_Kimama_ni_Majutsu_wo_Kiwamemasu,2024,Hard,27, June 2024
320577,320577,Wind Breaker,,https://cdn.myanimelist.net/images/anime/1438/141816.jpg,https://myanimelist.net/anime/54900/Wind_Breaker,2024,Medium,27, June 2024
320570,320570,Kaijuu 8-gou,Kaiju No. 8,https://cdn.myanimelist.net/images/anime/1370/140362.jpg,https://myanimelist.net/anime/52588/Kaijuu_8-gou,2024,Medium,27, June 2024
320538,320538,Mujin Wakusei Survive,,https://cdn.myanimelist.net/images/anime/3/46859.jpg,https://myanimelist.net/anime/709/Mujin_Wakusei_Survive,2003,Hard,27, June 2024
320528,320528,Kamisama no Memochou,Heaven's Memo Pad,https://cdn.myanimelist.net/images/anime/13/75202.jpg,https://myanimelist.net/anime/10568/Kamisama_no_Memochou,2011,Medium,27, June 2024
320525,320525,Mnemosyne: Mnemosyne no Musume-tachi,Rin: Daughters of Mnemosyne,https://cdn.myanimelist.net/images/anime/10/10918.jpg,https://myanimelist.net/anime/3342/Mnemosyne__Mnemosyne_no_Musume-tachi,2008,Hard,27, June 2024
320523,320523,Hikaru no Go,,https://cdn.myanimelist.net/images/anime/12/78317.jpg,https://myanimelist.net/anime/135/Hikaru_no_Go,2001,Hard,27, June 2024
320516,320516,Princess Tutu,,https://cdn.myanimelist.net/images/anime/1145/93646.jpg,https://myanimelist.net/anime/721/Princess_Tutu,2002,Hard,27, June 2024
313502,313502,Concrete Revolutio: Choujin Gensou,Concrete Revolutio,https://cdn.myanimelist.net/images/anime/3/76143.jpg,https://myanimelist.net/anime/31147/Concrete_Revolutio__Choujin_Gensou,2015,Hard,25, June 2024
313500,313500,AKB0048,,https://cdn.myanimelist.net/images/anime/3/74157.jpg,https://myanimelist.net/anime/12149/AKB0048,2012,Hard,25, June 2024
313497,313497,Artiswitch,,https://cdn.myanimelist.net/images/anime/1805/115216.jpg,https://myanimelist.net/anime/49066/Artiswitch,2021,Hard,25, June 2024
313495,313495,Casshern Sins,,https://cdn.myanimelist.net/images/anime/8/23336.jpg,https://myanimelist.net/anime/4981/Casshern_Sins,2008,Hard,25, June 2024
313493,313493,Kyou kara Ore wa!!,,https://cdn.myanimelist.net/images/anime/1042/110294.jpg,https://myanimelist.net/anime/851/Kyou_kara_Ore_wa,1993,Hard,25, June 2024
313492,313492,Heroic Age,,https://cdn.myanimelist.net/images/anime/12/50435.jpg,https://myanimelist.net/anime/2002/Heroic_Age,2007,Hard,25, June 2024
313489,313489,Paniponi Dash!,Pani Poni Dash!,https://cdn.myanimelist.net/images/anime/1581/138842.jpg,https://myanimelist.net/anime/490/Paniponi_Dash,2005,Hard,25, June 2024
313486,313486,Toriko,,https://cdn.myanimelist.net/images/anime/1757/100671.jpg,https://myanimelist.net/anime/10033/Toriko,2011,Hard,25, June 2024
307118,307118,Oniisama e...,Dear Brother,https://cdn.myanimelist.net/images/anime/12/18531.jpg,https://myanimelist.net/anime/795/Oniisama_e,1991,Hard,23, June 2024
307114,307114,Ranma ½,,https://cdn.myanimelist.net/images/anime/13/6441.jpg,https://myanimelist.net/anime/210/Ranma_½,1989,Medium,23, June 2024
307107,307107,Texhnolyze,,https://cdn.myanimelist.net/images/anime/1027/131977.jpg,https://myanimelist.net/anime/26/Texhnolyze,2003,Medium,23, June 2024
307104,307104,Hatsukoi Limited.,,https://cdn.myanimelist.net/images/anime/7/15520.jpg,https://myanimelist.net/anime/5150/Hatsukoi_Limited,2009,Hard,23, June 2024
307101,307101,Carnival Phantasm,,https://cdn.myanimelist.net/images/anime/1018/92921.jpg,https://myanimelist.net/anime/10012/Carnival_Phantasm,2011,Hard,23, June 2024
307097,307097,ef: A Tale of Memories.,ef - A Tale of Memories,https://cdn.myanimelist.net/images/anime/1246/107820.jpg,https://myanimelist.net/anime/2924/ef__A_Tale_of_Memories,2007,Medium,23, June 2024
307095,307095,Le Chevalier D'Eon,,https://cdn.myanimelist.net/images/anime/8/74930.jpg,https://myanimelist.net/anime/1013/Le_Chevalier_DEon,2006,Hard,23, June 2024
307094,307094,Maria†Holic,,https://cdn.myanimelist.net/images/anime/1240/111304.jpg,https://myanimelist.net/anime/5030/Maria†Holic,2009,Hard,23, June 2024
300685,300685,Kuttsukiboshi,,https://cdn.myanimelist.net/images/anime/7/25761.jpg,https://myanimelist.net/anime/9014/Kuttsukiboshi,2010,Hard,21, June 2024
300678,300678,Nekopara,,https://cdn.myanimelist.net/images/anime/1716/104880.jpg,https://myanimelist.net/anime/38924/Nekopara,2020,Hard,21, June 2024
300672,300672,Sakura Trick,,https://cdn.myanimelist.net/images/anime/2/56189.jpg,https://myanimelist.net/anime/20047/Sakura_Trick,2014,Medium,21, June 2024
300664,300664,Koukaku no Regios,Chrome Shelled Regios,https://cdn.myanimelist.net/images/anime/9/12238.jpg,https://myanimelist.net/anime/4186/Koukaku_no_Regios,2009,Hard,21, June 2024
300654,300654,Inu ni Nattara Suki na Hito ni Hirowareta.,My Life as Inukai-san's Dog.,https://cdn.myanimelist.net/images/anime/1832/132333.jpg,https://myanimelist.net/anime/51265/Inu_ni_Nattara_Suki_na_Hito_ni_Hirowareta,2023,Hard,21, June 2024
300653,300653,Joshiraku,,https://cdn.myanimelist.net/images/anime/8/48925.jpg,https://myanimelist.net/anime/12679/Joshiraku,2012,Hard,21, June 2024
300650,300650,Seirei no Moribito,Moribito - Guardian of the Spirit,https://cdn.myanimelist.net/images/anime/4/50337.jpg,https://myanimelist.net/anime/1827/Seirei_no_Moribito,2007,Hard,21, June 2024
300645,300645,Shoujo Kakumei Utena,Revolutionary Girl Utena,https://cdn.myanimelist.net/images/anime/1078/95285.jpg,https://myanimelist.net/anime/440/Shoujo_Kakumei_Utena,1997,Hard,21, June 2024
300644,300644,Witch Hunter Robin,,https://cdn.myanimelist.net/images/anime/10/19969.jpg,https://myanimelist.net/anime/7/Witch_Hunter_Robin,2002,Hard,21, June 2024
300640,300640,Kuragehime,Princess Jellyfish,https://cdn.myanimelist.net/images/anime/1764/133575.jpg,https://myanimelist.net/anime/8129/Kuragehime,2010,Medium,21, June 2024
300631,300631,Yuyushiki,,https://cdn.myanimelist.net/images/anime/12/48747.jpg,https://myanimelist.net/anime/15911/Yuyushiki,2013,Hard,21, June 2024
294286,294286,Kemono no Souja Erin,The Beast Player Erin,https://cdn.myanimelist.net/images/anime/9/19845.jpg,https://myanimelist.net/anime/5420/Kemono_no_Souja_Erin,2009,Hard,19, June 2024
294279,294279,Shirokuma Cafe,Polar Bear Cafe,https://cdn.myanimelist.net/images/anime/6/75649.jpg,https://myanimelist.net/anime/12815/Shirokuma_Cafe,2012,Hard,19, June 2024
294277,294277,Gallery Fake,,https://cdn.myanimelist.net/images/anime/10/30129.jpg,https://myanimelist.net/anime/364/Gallery_Fake,2005,Hard,19, June 2024
294276,294276,Hourou Musuko,Wandering Son,https://cdn.myanimelist.net/images/anime/13/53945.jpg,https://myanimelist.net/anime/8426/Hourou_Musuko,2011,Hard,19, June 2024
294273,294273,Sasami-san@Ganbaranai,,https://cdn.myanimelist.net/images/anime/4/53951.jpg,https://myanimelist.net/anime/14515/Sasami-sanGanbaranai,2013,Hard,19, June 2024
294271,294271,Baby Steps,,https://cdn.myanimelist.net/images/anime/5/63361.jpg,https://myanimelist.net/anime/21185/Baby_Steps,2014,Hard,19, June 2024
294267,294267,Juu Ou Sei,Jyu-Oh-Sei: Planet of the Beast King,https://cdn.myanimelist.net/images/anime/3/14079.jpg,https://myanimelist.net/anime/953/Juu_Ou_Sei,2006,Hard,19, June 2024
294265,294265,Yama no Susume,Encouragement of Climb,https://cdn.myanimelist.net/images/anime/7/75525.jpg,https://myanimelist.net/anime/14355/Yama_no_Susume,2013,Hard,19, June 2024
294261,294261,Tsuritama,tsuritama,https://cdn.myanimelist.net/images/anime/4/69909.jpg,https://myanimelist.net/anime/12883/Tsuritama,2012,Hard,19, June 2024
293467,293467,Ryuu no Haisha,The Dragon Dentist,https://cdn.myanimelist.net/images/anime/13/83336.jpg,https://myanimelist.net/anime/34549/Ryuu_no_Haisha,2017,Hard,19, June 2024
293462,293462,Sirius,Sirius the Jaeger,https://cdn.myanimelist.net/images/anime/1456/94897.jpg,https://myanimelist.net/anime/37569/Sirius,2018,Medium,19, June 2024
293460,293460,Planetes,,https://cdn.myanimelist.net/images/anime/1209/142900.jpg,https://myanimelist.net/anime/329/Planetes,2003,Medium,19, June 2024
293446,293446,Prince of Stride: Alternative,,https://cdn.myanimelist.net/images/anime/6/77842.jpg,https://myanimelist.net/anime/31559/Prince_of_Stride__Alternative,2016,Hard,19, June 2024
293420,293420,Tonari no Kaibutsu-kun,My Little Monster,https://cdn.myanimelist.net/images/anime/4/39779.jpg,https://myanimelist.net/anime/14227/Tonari_no_Kaibutsu-kun,2012,Easy,19, June 2024
293411,293411,Kuromukuro,,https://cdn.myanimelist.net/images/anime/12/82281.jpg,https://myanimelist.net/anime/32245/Kuromukuro,2016,Hard,19, June 2024
293404,293404,Kakuriyo no Yadomeshi,Kakuriyo: Bed and Breakfast for Spirits,https://cdn.myanimelist.net/images/anime/1035/95056.jpg,https://myanimelist.net/anime/36754/Kakuriyo_no_Yadomeshi,2018,Hard,19, June 2024
293388,293388,Inu x Boku SS,Inu X Boku Secret Service,https://cdn.myanimelist.net/images/anime/1760/98794.jpg,https://myanimelist.net/anime/11013/Inu_x_Boku_SS,2012,Medium,19, June 2024
293386,293386,Kuutei Dragons,Drifting Dragons,https://cdn.myanimelist.net/images/anime/1211/116017.jpg,https://myanimelist.net/anime/39531/Kuutei_Dragons,2020,Hard,19, June 2024
293378,293378,Doukyuusei (Movie),Doukyusei -Classmates-,https://cdn.myanimelist.net/images/anime/3/78606.jpg,https://myanimelist.net/anime/30346/Doukyuusei_Movie,2016,Medium,19, June 2024
293374,293374,Kujira no Kora wa Sajou ni Utau,Children of the Whales,https://cdn.myanimelist.net/images/anime/4/86661.jpg,https://myanimelist.net/anime/34712/Kujira_no_Kora_wa_Sajou_ni_Utau,2017,Medium,19, June 2024
293365,293365,Karin,,https://cdn.myanimelist.net/images/anime/9/79205.jpg,https://myanimelist.net/anime/469/Karin,2005,Hard,19, June 2024
290527,290527,Tantei Gakuen Q,Detective School Q,https://cdn.myanimelist.net/images/anime/1/407.jpg,https://myanimelist.net/anime/407/Tantei_Gakuen_Q,2003,Hard,18, June 2024
290514,290514,Asobi ni Iku yo!,Cat Planet Cuties,https://cdn.myanimelist.net/images/anime/7/75583.jpg,https://myanimelist.net/anime/6166/Asobi_ni_Iku_yo,2010,Hard,18, June 2024
290501,290501,Zenonzard The Animation,ZENONZARD THE ANIMATION,https://cdn.myanimelist.net/images/anime/1035/106164.jpg,https://myanimelist.net/anime/40940/Zenonzard_The_Animation,2020,Hard,18, June 2024
290496,290496,Kiniro Mosaic,KINMOZA!,https://cdn.myanimelist.net/images/anime/1793/117610.jpg,https://myanimelist.net/anime/16732/Kiniro_Mosaic,2013,Hard,18, June 2024
290488,290488,Sabage-bu!,Sabagebu! -Survival Game Club!-,https://cdn.myanimelist.net/images/anime/1278/98837.jpg,https://myanimelist.net/anime/20709/Sabage-bu,2014,Hard,18, June 2024
290480,290480,So Ra No Wo To,Sound of the Sky,https://cdn.myanimelist.net/images/anime/7/81654.jpg,https://myanimelist.net/anime/6802/So_Ra_No_Wo_To,2010,Hard,18, June 2024
272015,272015,Aku no Hana,Flowers of Evil,https://cdn.myanimelist.net/images/anime/8/50559.jpg,https://myanimelist.net/anime/16201/Aku_no_Hana,2013,Medium,11, June 2024
272014,272014,Kuuchuu Buranko,Welcome to Irabu's Office,https://cdn.myanimelist.net/images/anime/3/18386.jpg,https://myanimelist.net/anime/6774/Kuuchuu_Buranko,2009,Hard,11, June 2024
241930,241930,Seihou Bukyou Outlaw Star,Outlaw Star,https://cdn.myanimelist.net/images/anime/7/28848.jpg,https://myanimelist.net/anime/400/Seihou_Bukyou_Outlaw_Star,1998,Hard,30, May 2024
241924,241924,Uchuu Patrol Luluco,Space Patrol Luluco,https://cdn.myanimelist.net/images/anime/4/79073.jpg,https://myanimelist.net/anime/32681/Uchuu_Patrol_Luluco,2016,Hard,30, May 2024
241923,241923,High Score Girl,Hi Score Girl,https://cdn.myanimelist.net/images/anime/1668/91345.jpg,https://myanimelist.net/anime/21877/High_Score_Girl,2018,Medium,30, May 2024
241918,241918,Endro~!,ENDRO!,https://cdn.myanimelist.net/images/anime/1300/111361.jpg,https://myanimelist.net/anime/38062/Endro,2019,Hard,30, May 2024
241905,241905,Cop Craft,,https://cdn.myanimelist.net/images/anime/1365/103219.jpg,https://myanimelist.net/anime/38940/Cop_Craft,2019,Hard,30, May 2024
241898,241898,Gunslinger Girl,,https://cdn.myanimelist.net/images/anime/5/3088.jpg,https://myanimelist.net/anime/134/Gunslinger_Girl,2003,Hard,30, May 2024
241887,241887,Akuma no Riddle,Riddle Story of Devil,https://cdn.myanimelist.net/images/anime/6/60479.jpg,https://myanimelist.net/anime/19429/Akuma_no_Riddle,2014,Medium,30, May 2024
241883,241883,Heion Sedai no Idaten-tachi,The Idaten Deities Know Only Peace,https://cdn.myanimelist.net/images/anime/1293/115173.jpg,https://myanimelist.net/anime/42625/Heion_Sedai_no_Idaten-tachi,2021,Hard,30, May 2024
231311,231311,Umineko no Naku Koro ni,Umineko: When They Cry,https://cdn.myanimelist.net/images/anime/10/17709.jpg,https://myanimelist.net/anime/4896/Umineko_no_Naku_Koro_ni,2009,Hard,25, May 2024
228786,228786,Liar Liar,,https://cdn.myanimelist.net/images/anime/1571/134525.jpg,https://myanimelist.net/anime/48633/Liar_Liar,2023,Hard,24, May 2024
228779,228779,Eiyuu Kyoushitsu,Classroom for Heroes,https://cdn.myanimelist.net/images/anime/1179/136000.jpg,https://myanimelist.net/anime/49894/Eiyuu_Kyoushitsu,2023,Hard,24, May 2024
228775,228775,Yumemiru Danshi wa Genjitsushugisha,The Dreaming Boy is a Realist,https://cdn.myanimelist.net/images/anime/1239/134810.jpg,https://myanimelist.net/anime/53632/Yumemiru_Danshi_wa_Genjitsushugisha,2023,Hard,24, May 2024
228766,228766,Idoly Pride,,https://cdn.myanimelist.net/images/anime/1025/111962.jpg,https://myanimelist.net/anime/40842/Idoly_Pride,2021,Hard,24, May 2024
226443,226443,Spy Kyoushitsu,Spy Classroom,https://cdn.myanimelist.net/images/anime/1491/132864.jpg,https://myanimelist.net/anime/51252/Spy_Kyoushitsu,2023,Hard,23, May 2024
181294,181294,Shinreigari,Ghost Hound,https://cdn.myanimelist.net/images/anime/2/80967.jpg,https://myanimelist.net/anime/2596/Shinreigari,2007,Hard,01, May 2024
165337,165337,Miru Tights,,https://cdn.myanimelist.net/images/anime/1122/103222.jpg,https://myanimelist.net/anime/38935/Miru_Tights,2019,Hard,22, April 2024
148760,148760,Danshi Koukousei no Nichijou,Daily Lives of High School Boys,https://cdn.myanimelist.net/images/anime/3/33257.jpg,https://myanimelist.net/anime/11843/Danshi_Koukousei_no_Nichijou,2012,Easy,13, April 2024
126214,gravity-falls,Gravity Falls,,https://www.filmspourenfants.net/wp-content/uploads/2018/07/souvenirs-de-gravity-falls-a-356x500.jpg,,,,30, March 2024
126194,rick-morty,Rick & Morty,,,,,,30, March 2024
126189,family-guy,Family guy,,,,,,30, March 2024
126186,dexter-laboratory,Dexter laboratory,,,,,,30, March 2024
126185,south-park,South park,,,,,,30, March 2024
126177,adventure-time,Adventure Time,,https://m.media-amazon.com/images/S/pv-target-images/450cb81032f06cb5d3ce8430e41dcc10a2d8a558a6c76f86beeb2c070ec579ee.jpg,,2000,,30, March 2024
119520,119520,Fate/stay night: Unlimited Blade Works,,https://cdn.myanimelist.net/images/anime/12/67333.jpg,https://myanimelist.net/anime/22297/Fate_stay_night__Unlimited_Blade_Works,2014,Easy,25, March 2024
119513,119513,Fate/stay night,,https://cdn.myanimelist.net/images/anime/4/30327.jpg,https://myanimelist.net/anime/356/Fate_stay_night,2006,Easy,25, March 2024
115830,115830,Sokushi Cheat ga Saikyou sugite, Isekai no Yatsura ga Marude Aite ni Naranai n desu ga.,My Instant Death Ability is So Overpowered, No One in This Other World Stands a Chance Against Me!,https://cdn.myanimelist.net/images/anime/1734/139673.jpg,https://myanimelist.net/anime/53730/Sokushi_Cheat_ga_Saikyou_sugite_Isekai_no_Yatsura_ga_Marude_Aite_ni_Naranai_n_desu_ga,2024,Hard,22, March 2024
115828,115828,Ninja Kamui,,https://cdn.myanimelist.net/images/anime/1142/141351.jpg,https://myanimelist.net/anime/56285/Ninja_Kamui,2024,Hard,22, March 2024
115826,115826,Akuyaku Reijou Level 99: Watashi wa Ura-Boss desu ga Maou dewa Arimasen,Villainess Level 99: I May Be the Hidden Boss but I'm Not the Demon Lord,https://cdn.myanimelist.net/images/anime/1150/140028.jpg,https://myanimelist.net/anime/54837/Akuyaku_Reijou_Level_99__Watashi_wa_Ura-Boss_desu_ga_Maou_dewa_Arimasen,2024,Hard,22, March 2024
115823,115823,Bucchigiri?!,,https://cdn.myanimelist.net/images/anime/1885/139871.jpg,https://myanimelist.net/anime/55358/Bucchigiri,2024,Hard,22, March 2024
115821,115821,Mahou Shoujo ni Akogarete,Gushing over Magical Girls,https://cdn.myanimelist.net/images/anime/1525/139345.jpg,https://myanimelist.net/anime/54722/Mahou_Shoujo_ni_Akogarete,2024,Hard,22, March 2024
115818,115818,Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru,7th Time Loop: The Villainess Enjoys a Carefree Life Married to Her Worst Enemy!,https://cdn.myanimelist.net/images/anime/1533/140617.jpg,https://myanimelist.net/anime/56352/Loop_7-kaime_no_Akuyaku_Reijou_wa_Moto_Tekikoku_de_Jiyuu_Kimama_na_Hanayome_Seikatsu_wo_Mankitsu_suru,2024,Hard,22, March 2024
115813,115813,Majo to Yajuu,The Witch and the Beast,https://cdn.myanimelist.net/images/anime/1380/139745.jpg,https://myanimelist.net/anime/52816/Majo_to_Yajuu,2024,Hard,22, March 2024
115809,115809,Dosanko Gal wa Namara Menkoi,Hokkaido Gals Are Super Adorable!,https://cdn.myanimelist.net/images/anime/1937/136906.jpg,https://myanimelist.net/anime/53421/Dosanko_Gal_wa_Namara_Menkoi,2024,Hard,22, March 2024
115805,115805,Chiyu Mahou no Machigatta Tsukaikata,The Wrong Way to Use Healing Magic,https://cdn.myanimelist.net/images/anime/1733/140802.jpg,https://myanimelist.net/anime/49613/Chiyu_Mahou_no_Machigatta_Tsukaikata,2024,Medium,22, March 2024
115799,115799,Mato Seihei no Slave,Chained Soldier,https://cdn.myanimelist.net/images/anime/1114/140805.jpg,https://myanimelist.net/anime/50392/Mato_Seihei_no_Slave,2024,Hard,22, March 2024
115797,115797,Yubisaki to Renren,A Sign of Affection,https://cdn.myanimelist.net/images/anime/1478/140828.jpg,https://myanimelist.net/anime/55866/Yubisaki_to_Renren,2024,Medium,22, March 2024
115794,115794,Dungeon Meshi,Delicious in Dungeon,https://cdn.myanimelist.net/images/anime/1938/140374.jpg,https://myanimelist.net/anime/52701/Dungeon_Meshi,2024,Medium,22, March 2024
115791,115791,Ore dake Level Up na Ken,Solo Leveling,https://cdn.myanimelist.net/images/anime/1926/140799.jpg,https://myanimelist.net/anime/52299/Ore_dake_Level_Up_na_Ken,2024,Medium,22, March 2024
115785,115785,Dark Gathering,,https://cdn.myanimelist.net/images/anime/1346/138731.jpg,https://myanimelist.net/anime/52505/Dark_Gathering,2023,Hard,22, March 2024
115779,115779,Overtake!,,https://cdn.myanimelist.net/images/anime/1189/138916.jpg,https://myanimelist.net/anime/54301/Overtake,2023,Hard,22, March 2024
115777,115777,MF Ghost,,https://cdn.myanimelist.net/images/anime/1249/132348.jpg,https://myanimelist.net/anime/50695/MF_Ghost,2023,Hard,22, March 2024
115773,115773,Under Ninja,,https://cdn.myanimelist.net/images/anime/1915/137896.jpg,https://myanimelist.net/anime/49766/Under_Ninja,2023,Hard,22, March 2024
115770,115770,Toaru Ossan no VRMMO Katsudouki,A Playthrough of a Certain Dude's VRMMO Life,https://cdn.myanimelist.net/images/anime/1233/138531.jpg,https://myanimelist.net/anime/54431/Toaru_Ossan_no_VRMMO_Katsudouki,2023,Hard,22, March 2024
115762,115762,Boukensha ni Naritai to Miyako ni Deteitta Musume ga S-Rank ni Natteta,My Daughter Left the Nest and Returned an S-Rank Adventurer,https://cdn.myanimelist.net/images/anime/1563/139990.jpg,https://myanimelist.net/anime/53494/Boukensha_ni_Naritai_to_Miyako_ni_Deteitta_Musume_ga_S-Rank_ni_Natteta,2023,Hard,22, March 2024
115755,115755,Konyaku Haki sareta Reijou wo Hirotta Ore ga, Ikenai Koto wo Oshiekomu,I'm Giving the Disgraced Noble Lady I Rescued a Crash Course in Naughtiness,https://cdn.myanimelist.net/images/anime/1720/139131.jpg,https://myanimelist.net/anime/52934/Konyaku_Haki_sareta_Reijou_wo_Hirotta_Ore_ga_Ikenai_Koto_wo_Oshiekomu,2023,Hard,22, March 2024
115753,115753,Hikikomari Kyuuketsuki no Monmon,The Vexations of a Shut-In Vampire Princess,https://cdn.myanimelist.net/images/anime/1032/137893.jpg,https://myanimelist.net/anime/54103/Hikikomari_Kyuuketsuki_no_Monmon,2023,Hard,22, March 2024
115746,115746,Watashi no Oshi wa Akuyaku Reijou.,I'm in Love with the Villainess,https://cdn.myanimelist.net/images/anime/1531/137711.jpg,https://myanimelist.net/anime/53833/Watashi_no_Oshi_wa_Akuyaku_Reijou,2023,Hard,22, March 2024
115736,115736,Kikansha no Mahou wa Tokubetsu desu,A Returner's Magic Should Be Special,https://cdn.myanimelist.net/images/anime/1363/139744.jpg,https://myanimelist.net/anime/54852/Kikansha_no_Mahou_wa_Tokubetsu_desu,2023,Hard,22, March 2024
115729,115729,Kamonohashi Ron no Kindan Suiri,Ron Kamonohashi's Forbidden Deductions,https://cdn.myanimelist.net/images/anime/1799/137123.jpg,https://myanimelist.net/anime/53879/Kamonohashi_Ron_no_Kindan_Suiri,2023,Hard,22, March 2024
115724,115724,Seiken Gakuin no Makentsukai,The Demon Sword Master of Excalibur Academy,https://cdn.myanimelist.net/images/anime/1506/138529.jpg,https://myanimelist.net/anime/50184/Seiken_Gakuin_no_Makentsukai,2023,Hard,22, March 2024
115600,115600,Keikenzumi na Kimi to, Keiken Zero na Ore ga, Otsukiai suru Hanashi.,Our Dating Story: The Experienced You and The Inexperienced Me,https://cdn.myanimelist.net/images/anime/1848/140019.jpg,https://myanimelist.net/anime/52990/Keikenzumi_na_Kimi_to_Keiken_Zero_na_Ore_ga_Otsukiai_suru_Hanashi,2023,Hard,22, March 2024
115598,115598,Boushoku no Berserk,Berserk of Gluttony,https://cdn.myanimelist.net/images/anime/1951/138462.jpg,https://myanimelist.net/anime/53439/Boushoku_no_Berserk,2023,Hard,22, March 2024
115597,115597,Ragna Crimson,,https://cdn.myanimelist.net/images/anime/1763/140359.jpg,https://myanimelist.net/anime/51297/Ragna_Crimson,2023,Hard,22, March 2024
115596,115596,Hametsu no Oukoku,The Kingdoms of Ruin,https://cdn.myanimelist.net/images/anime/1610/138189.jpg,https://myanimelist.net/anime/54362/Hametsu_no_Oukoku,2023,Hard,22, March 2024
115595,115595,Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo,The 100 Girlfriends Who Really, Really, Really, Really, Really Love You,https://cdn.myanimelist.net/images/anime/1812/136764.jpg,https://myanimelist.net/anime/54714/Kimi_no_Koto_ga_Daidaidaidaidaisuki_na_100-nin_no_Kanojo,2023,Medium,22, March 2024
115592,115592,Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su,Shangri-La Frontier,https://cdn.myanimelist.net/images/anime/1500/139931.jpg,https://myanimelist.net/anime/52347/Shangri-La_Frontier__Kusoge_Hunter_Kamige_ni_Idoman_to_su,2023,Medium,22, March 2024
115586,115586,Undead Unluck,,https://cdn.myanimelist.net/images/anime/1136/138410.jpg,https://myanimelist.net/anime/52741/Undead_Unluck,2023,Medium,22, March 2024
72610,72610,Macross Δ,Macross Delta,https://cdn.myanimelist.net/images/anime/5/79376.jpg,https://myanimelist.net/anime/28013/Macross_Δ,2016,Hard,13, February 2024
